Order,Title,New_Title,Definition
634,Shooting the shit,Shoot the shit," To chat or converse aimlessly or casually, without any serious topic of conversation. "
635,Something’s rotten in denmark,Something is rotten in (the state of) denmark,Something strange or suspicious is going on. The line comes from Shakespeare's 
636,Exit stage left,Exit stage left,"An allusion to stage directions in theater, indicating when (and where) an actor should leave the stage from a scene."
637,Waiting for the dust to settle,Wait for the dust to settle,1. To wait until a disturbance or commotion has lessened or been resolved. 
638,Throw dust in your eyes,Throw dust in (one's) eyes,To mislead or deceive one by presenting or introducing distracting or obfuscating information. 
639,Achilles heel,Achilles' heel,"A weakness or vulnerability that can lead to permanent destruction or downfall. In Greek mythology, the hero Achilles was killed after being struck in the heel—the only weak spot on his body. "
640,A chain is only as strong as it’s weakest link,,
641,A chink in the armor,Chink in (one's)/the armor,A minor but very detrimental flaw or weakness. 
642,Missing link,Missing link,1. A hypothetical extinct animal that is believed to be the evolutionary connection between man and ape. 
643,Changing gears,Change gear,"1. Literally, to switch a car, bicycle, or other vehicle into a different gear. "
644,When you hear hoofbeats think horses not zebras,"When you hear hoofbeats, think horses, not zebras.","The simplest, most common, or most obvious explanation for something is most likely the correct one. Used especially in relation to medical diagnoses. "
645,In over your head,In over (one's) head,"Too deeply involved in or with a difficult situation, beyond the point of being able to control or cope any longer. "
646,Plenty of fish in the sea,There are plenty of (other) fish in the sea,"There are many other excellent or more suitable people, things, opportunities, or possibilities in the world that one may find. Said especially when one has recently been unlucky, unsuccessful, or has broken up with a romantic partner. "
647,My dogs are barking,(one's) dogs are barking,One's feet are very sore and tired from physical exertion. 
648,Make it rain,Make it rain, To throw or drop dollar bills in a show of wealth. 
649,Put your money where your mouth is,Put (one's) money where (one's) mouth is,"To do, live up to, or follow through on something one talks about, threatens, or promises, especially (but not always) when it involves spending money. "
650,Maiden voyage,Maiden voyage,"1. The first time a vehicle, especially a boat or ship, departs on a journey. "
651,No guts no glory,"No guts, no glory",Success does not come without the courage to take risks. 
652,Flash in the pan,Flash in the pan,Someone or something whose success or popularity is short-lived. 
653,It’s better to burn out than fade away,,
654,Left in the lurch,Leave (one) in the lurch,"To leave or abandon one without assistance in a particularly awkward, difficult, or troublesome situation. "
655,High and dry,High and dry,"1. Literally, dry and unaffected by water, typically flood waters. "
656,Bury the lead,Bury the lead,"In journalism, to open a news article with secondary or superfluous information, thus relegating the central premise (the lead, which usually occupies this position) to a later part. ""Lead"" in this sense is sometimes written as ""lede."" "
657,The sky is the limit,The sky's the limit,Anything is possible. 
658,A rising tide lifts al boats,,
659,Served on a silver platter,,
660,Fed from a silver spoon,,
661,The road paved in gold,,
662,Pillow talk,Pillow talk,Intimate conversations between two people in a romantic relationship when they are in bed together. 
663,Get the ball rolling,Get the ball rolling,"To set something, often a process, in motion; to begin. "
664,Long walk off a short pier,,
665,Bent out of shape,Bent out of shape,"1. Of a person, upset or angry. "
666,Rule the roost,Rule the roost,To be the real boss; to be the person in charge. 
667,Leave the table while you still have an appetite,,
668,Fair weather friend,Fair-weather friend,Someone who remains a friend only when things are going well but abandons others during times of trouble or difficulty. 
669,Jump the gun,Jump the gun,"To start something before it is permissible, appropriate, or advisable. The phrase alludes to starting to run in a foot race before the starting gun goes off. "
670,Show you the ropes,Show (one) the ropes,"To explain or demonstrate to one how to do or perform a job, task, or activity. "
671,Getting something under your belt,Get (something) under (one's) belt,1. To get something to eat or drink. 
672,Shit a brick,Shit a brick," To be very scared or nervous. The plural (""shit bricks"") is also commonly used. "
673,Balls to the wall,Balls to the wall,"With maximum effort, energy, or speed, and without caution or restraint. The phrase most likely originated as an aviation term, referring to the throttle levers of military aircraft (which have a rounded ball on top) being pushed to their maximum limit (i.e., to the bulkhead, or ""wall""). While it does not in fact refer to testicles, it should be used with caution because of this popular association. "
674,Deep dive,Deep dive,"A thorough analysis, perhaps one that seems excessive or unwarranted for a particular topic. "
675,Kick rocks,Kick rocks,An expression of disdain used to tell someone to go away or quit bothering one. 
676,Takes the cake,Take the cake,1. To be the worst in a series of negative actions. Primarily heard in US. 
677,Wrap it up,Wrap it up,1. To get to the point of what one is saying. Often used as an imperative. 
678,Cut some slack,Cut (one) some slack,To allow one more latitude or freedom than usual; to be more lenient with one. 
679,When shit hits the fan,(the) shit hits the fan," Things have become suddenly very chaotic, disastrous, difficult, or controversial. "
680,Under the sun,Under the sun,On earth; in existence. 
681,Gravy train,The gravy train,"A state, position, or job in which one makes an excessive amount of money without expending much or any effort. "
682,Hill i’m willing to die on,,
683,Let your hair down,Let (one's) hair down,"To cease acting formally or conservatively; to ignore or relinquish one's inhibitions or reservations. Also worded as ""let down (one's) hair."" "
684,Time to hang up your hat,,
685,Kick to the curb,Kick (someone or something) to the curb,"To discard, abandon, or dismiss someone or something that has become redundant, obsolete, useless, or unwanted. "
686,Clean slate,Clean slate,An opportunity to start fresh despite past mistakes or problems. 
687,On top of the world,On top of the world,Elated; blissfully or triumphantly happy. 
688,Cut me to the quick,Cut (one) to the quick,1. To slice a part of the body very deeply. 
689,Nothing to hang your hat on,,
690,Pull some strings,Pull (some/a few) strings,"To use the power or influence one has over others, especially people of importance, to get what one wants or to help someone else. "
691,Shit the bed,Shit the bed, To fail spectacularly or to a great degree. 
692,Another notch on your belt,,
693,Shits and giggles,Shits and giggles, Fun or amusement derived without any serious purpose or motivation. 
694,Neck and neck,Neck and neck,Extremely close together; at or near an equal level. Usually said of competitors in a race or competition. 
695,Get this show on the road,Get this show on the road,To promptly begin or get something started. 
696,Play it by ear,Play by ear,"1. To play a piece of music without referencing sheet music or a recording. In this usage, a noun or pronoun can be used between ""play"" and ""by ear."" "
697,Getting something off your chest,,
698,Staying in your own lane,,
699,Put it past someone,,
700,Trusting you as far as you can throw them,,
701,Closed mouths don’t get fed,,
702,Throw me a bone,Throw (one) a bone,To attempt to appease or placate someone by giving them something trivial or of minor importance or by doing some small favor for them. (A reference to giving a dog a bone or scrap from a bigger portion of food.) 
703,Not my cup of tea,Cup of tea,"1. Something one prefers, desires, enjoys, or cares about. Often used in the negative to mean the opposite. "
704,Spill the tea,Spill the tea," To share or reveal gossip. ""Tea"" is a slang term for gossip. "
705,Off the bat,Off the bat,In a trajectory caused by being hit by a bat. 
706,Pulling a rabbit out of a hat,Pull a rabbit out of a hat,"To do something surprising and seemingly impossible; to produce something in a way that has no obvious explanation, as if done by magic. A reference to the magician's trick of literally pulling a live rabbit out of a hat. "
707,Scratched the surface,Scratch,
708,Rub off on someone,Rub off,1. To come off (of something else) after being rubbed. 
709,Off the deep end,Off the deep end, Crazy or irrational. 
710,Toe to toe,Toe-to-toe,"A direct conflict between two people or groups, possibly in close quarters. "
711,By a hair,By a hair,"By an extremely short or slim margin (of distance, time, or another measure). "
712,Chip in,Chip in,"1. To contribute to something being undertaken by a group, such as a task or collection. "
713,The whole enchilada,The whole enchilada, Every part of a multifaceted thing or situation taken together as a whole; the whole thing. 
714,The whole kit and caboodle,The (whole) kit and caboodle,All the parts of a group of things. 
715,Flavor of the month,Flavor of the month,Someone or something very popular but only temporarily or ephemerally. The phrase is often used to describe fleeting romantic relationships. 
716,Sight for sore eyes,A sight for sore eyes," Someone or something that one is excited or overjoyed to see, often after a long absence or separation. "
717,In the pit of your stomach,,
718,Lump in your throat,Lump in (one's) throat,"An intense emotional reaction resulting in a sensation of tightness in the throat, as often precedes crying. "
719,Knock out of the park,Knock (something) out of the (ball)park,To do or perform something extraordinarily well; to produce or earn an exceptional achievement. An allusion to a baseball that is hit hard enough to land outside the stadium. 
720,On pins and needles,On pins and needles,Anxious and tense. (Likely an allusion to the tingling sensation that occurs when blood flow returns to a numb limb.) 
721,Chicken with its head cut off,Like a chicken with its head cut off,With great haste and in a careless or senseless manner. 
722,Over the hill,Over the hill,Past the peak of one's life or career; too old. Often hyphenated. 
723,Piece of cake,Piece of cake,A very easy task or accomplishment. 
724,Have a cow,Have a cow,"To get very upset about something, often more than is expected or warranted. "
725,Bum rush,Bum rush,To attack or barge into a person or place forcefully or violently. 
726,To die for,To die for,"Extremely attractive, enjoyable, or desirable. "
727,Blow your cover,Blow (one's) cover,"To expose one's true identity or motives after they had been intentionally concealed (i.e. after one had been ""undercover""). "
728,Don’t judge a fish by its ability to climb a tree,,
729,The devil is in the details,The devil is in the detail(s)," Plans, actions, or situations that seem sound must be carefully examined, because minor details can end up causing major, unforeseen problems. "
730,Cleanliness is next to godliness,Cleanliness is next to godliness, A phrase that strongly encourages and promotes neatness and personal hygiene. 
731,This town ain’t big enough for the two of us,,
732,Time for a gun fight,,
733,Pop you’re cherry,,
734,Get your rocks off,Get (one's) rocks off,1. 
735,Rock your socks off,,
736,Cool your jets,Cool (one's) jets,1. To calm oneself down; to become less agitated. 
737,Knee jerk reaction,Knee-jerk reaction,"Any spontaneous, reflexive, and unthinking reaction or response. "
738,Ruffle your feathers,Ruffle (one's) feathers,"To annoy, irritate, or upset someone. "
739,Turn over a new leaf,Turn over a new leaf,"To change one's behavior, usually in a positive way. "
740,Rounding the bend,,
741,Par for the course,Par for the course,"Normal, typical, or to be expected (especially when something is a source of annoyance or frustration). An allusion to golf, in which ""par"" is the number of strokes that it should take a player to get the ball into a particular hole on a golf course. "
742,Up in arms,Up in arms,"Very upset or angry about something. Likened to an armed rebellion, from which the phrase originated. "
743,With guns blazing,With (one's) guns blazing,"Forcefully and with all of one's energy and a strong sense of urgency or purpose, especially when directed at an argument or problem that has angered or frustrated one. "
744,Make heads or tails of it,,
745,Tits up,Tits up,"1. mildly vulgar Broken or malfunctioning; dead, falling apart, or ceasing to work. (""Tits up"" is sometimes hyphenated.) "
746,Sit on it,Sit on it,An exclamation of frustration directed at another person. Popularized by the TV show 
747,Sticking your foot in your mouth,,
748,Get off on the wrong foot,Get off on the wrong foot,To have a bad start. Said of something that goes or has gone awry at the very beginning. 
749,Bright eyed and bushy tailed,Bright-eyed and bushy-tailed,Energetic and enthusiastic. 
750,Squeezing the lemon,,
751,Bleeding the lizard,,
752,Choking the chicken,Choke the chicken, To masturbate. A term only applied to males. 
753,Beating the meat,Beat (one's) meat, To masturbate. A term only applied to males. 
754,Flicking the bean,,
755,Soften the blow,Soften the blow,To make the impact of something negative less harmful. 
756,Sitting pretty,Sit pretty,To be or remain in an ideal situation or advantageous position. 
757,Tasted grapes,,
758,Cloud 9,Cloud nine, 
759,Walking on sunshine,Walk on sunshine,To be in a state of euphoria. 
760,Putting in leg work,,
761,In the limelight,In the limelight,At the center of attention. The phrase refers to a type of lamp that was previously used in theatrical stage lighting. 
762,15 minutes of fame,15 minutes of fame,A brief period of celebrity or notoriety. The term was coined by artist Andy Warhol. 
763,Hit the bricks,Hit the bricks,"1. To depart, often on foot. "
764,End of the line,The end of the line,"1. The physical end of a route of travel, usually a bus or train route. "
765,In the thick of it,In the thick of it,Very busy; in the middle of or preoccupied with something or several things. 
766,Run of the mill,Run-of-the-mill,"Common, standard, or average; mediocre. "
767,Off the cuff,Off the cuff,Casually and spontaneously; without planning or preparation. Often hyphenated. 
768,Dark night of the soul,Poem and treatise of st. john of the cross,
769,Off the rails,Be off the rails,"1. To be in a state of chaos, dysfunction, or disorder. "
770,Living under a rock,Live under a rock,"To be oblivious to or ignorant of something that is very widely known, often related to pop culture. "
771,True measure of a man,,
772,To live in someone’s shadow,,
773,To never measure up,,
774,Golden goose,Golden goose,"A person, thing, or organization that is or has the potential to earn a lot of money for a long period of time. Taken from a folk tale of a goose that would lay a golden egg once a day, but which was killed by its owner because he wanted all of its gold at once. "
775,Beyond the pale,Beyond the pale,"Completely unacceptable or inappropriate. A ""pale"" is an area bounded by a fence. "
776,Revenge is a dish best served cold,Revenge is a dish best served cold.,"Revenge that takes place far in the future, after the offending party has forgotten how they wronged someone, is much more satisfying. "
777,Fall from grace,Fall from grace,"To fall out of favor, typically due to having done something that tarnishes one's reputation. "
778,This day in age,,
779,Do the honors,Do the honors,"To perform a task or duty of an official nature, often in a social setting. Sometimes used humorously. "
780,That tracks,,
781,Pull the trigger,Pull the trigger (on something),To make a final decision or commit to a certain course of action (about something). 
782,In the the chute,,
783,Down the hatch,Down the hatch,Down one's throat. This phrase is usually said before one drinks something (often something that has an especially foul or strong taste). 
784,Batten down the hatches,Batten down the hatches,"To prepare for a challenging situation. While this originated as a nautical phrase, it is now used for any sort of imminent problem. "
785,To not give two shits,,
786,Dog and pony show,Dog and pony show,An elaborately organized event used mainly for promotion or to drive sales. 
787,Throw your hat in the ring,Throw (one's) hat in(to) the ring,"To announce that one is going to be competing with others, especially in a political election. "
788,My enemy’s enemy is my friend,My enemy's enemy is my friend, A phrase highlighting how a common enemy can be a unifying force for otherwise disparate groups or people. 
789,Taking the high road,,
790,Have a falling out,A falling out,"A severe quarrel or disagreement, especially one that leads to a temporary or permanent end of a relationship. "
791,A broken record,,
792,A bridge too far,A bridge too far," An act or plan whose ambition overreaches its capability, resulting in or potentially leading to difficulty or failure. Taken from the 1974 book "
793,Think outside the box,Think outside (of) the box,"To think of something that is outside of or beyond what is considered usual, traditional, or conventional; to think innovatively. "
794,One fell swoop,One fell swoop,A single decisive or powerful action. 
795,Addressing the elephant in the room,,
796,Opening up pandora’s box,,
797,Pot of gold at the end of the rainbow,Pot of gold at the end of the rainbow,"The ultimate goal, reward, achievement, etc., at the end of a difficult or arduous process. "
798,Live off the fat of the land,Live off the fat of the land,"To live comfortably on a surplus of resources, without working very hard. "
799,Get a lay of the land,,
800,Get the juices flowing,,
801,Eye opening,Eye-opening,Causing or resulting in a shocking or startling revelation. 
802,Poking the bear,Poke the bear,"To intentionally irritate or bother someone, especially when doing so carries an obvious risk. "
803,Spin a web of lies,Spin a web of lies,"To create an intricate contrivance of misdirection, omission, or deception that ultimately serves to ensnare or entangle oneself or others. "
804,Coming out of your shell,Come out of (one's) shell,"To be or become less shy or reticent and more sociable, outgoing, or enthusiastic. "
805,Shedding your skin,,
806,Put some feelers out,,
807,Barrel of monkeys,Barrel of monkeys,"A group that is having fun and enjoying themselves. Often used in the phrase ""more fun than a barrel of monkeys."" "
808,Monkey see monkey do,"Monkey see, monkey do",1. Children naturally tend to imitate or copy what they see adults or other children doing. 
809,Getting your ass handed to you,,
810,Come full circle,Come full circle,"To return to the original or a similar position, situation, or circumstance where one or something started. "
811,High on the hog,High on the hog,"Ostentatiously. The phrase refers to the rich being able to afford the choicest cut of meat, which, from a pig, is higher up on the animal. "
812,Taking the words out of someone’s mouth,,
813,To be blown away,,
814,Setting the bar low,Set the bar (high/low),"To establish an expected, required, or desired standard of quality. (Often said of a standard that is constrictive in being either too low or too high). "
815,Game changer,Game-changer, That which dramatically or fundamentally alters a situation or the way in which something is done or thought about. 
816,Keep your eyes peeled,Keep (one's) eye(s) peeled (for someone or something),To remain vigilant or carefully watchful (for something or someone). 
817,Hell hath no fury like a woman’s scorn,,
818,Top notch,Top-notch,Stellar; excellent; the best. Can be used with or without a hyphen. 
819,Hit or miss,Hit or miss," Sometimes good or successful, sometimes not; having mixed or unpredictable results; random, aimless, careless, or haphazard. Often hyphenated. "
820,Shooting your shot,Shoot (one's) shot," To take the risk of making one's availability and interest known to others, as to a prospective employer or romantic partner. "
821,Hidden gem,Hidden gem,That which is of exceptional or underappreciated quality but is not especially popular or widely known. 
822,Too big for your britches,Too big for (one's) boots,"Overconfident in one's importance, skill, or authority; behaving as if one is more important or influential than one actually is. "
823,Get a big head,Get a big head,To become arrogant or conceited; to assume an exaggeratedly high opinion of oneself. 
824,Getting on your soap box,,
825,Preaching to the choir,Preach to the choir,To try to convince someone about something that they already support; to state one's opinion to those who are already most receptive to it. 
826,Had it up to here,,
827,Turn an burn,,
828,On a roll,On a roll,"Experiencing a particularly successful period, without any setbacks or low points. "
829,Short fuse,A short fuse,"A tendency to become angered, enraged, or upset very quickly or easily; a short temper. "
830,Hot headed,Hothead,"A person with an excitable, fiery, or impetuous temper or disposition; one who is quick to get angry or act rashly. "
831,Having a ring to it,,
832,Dropping the kids off at the pool,,
833,Bun in the oven,A bun in the oven, An unborn child growing in one's womb. 
834,Another face in the crowd,,
835,A fine line,A fine line,"A very narrow division between two deceptively similar things, one of which is worse than the other. "
836,Saving something for a rainy day,Save (something) for a rainy day,"To reserve something, especially money, for use in a time or period of unforeseen difficulty, trouble, or need. "
837,Shaking in your boots,Shake in (one's) boots,To tremble with fear. Often used sarcastically. 
838,Water water all around and not a drop to drink,,
839,Let your guard down,Let (one's) guard down,To become less guarded or vigilant; to stop being cautious about potential trouble or danger. 
840,Hole in the wall,Hole in the wall,"A small, inconspicuous place, often an establishment such a restaurant. The term sometimes but not always has a negative connotation implying a place that is perceived to be disreputable in some way. "
841,Pulling teeth,Pull teeth,"1. To do something that is especially difficult, tedious, or requires an extreme amount of effort; to do something in the most difficult or unpleasant way possible. "
842,Take a load off,Take a load off (one's feet),To sit down and rest one's feet; to relax. (Usually said as a suggestion.) 
843,Shit end of the stick,,
844,Tide me over,Tide (one) over,"To maintain, sustain, or support one through a lean or difficult time until more of something is acquired, especially food or money. "
845,By the skin of your teeth,By the skin of (one's) teeth,Barely. Often used to describe something that almost didn't happen. 
846,Ride on someone’s coattails,,
847,Shit rolls down hill,,
848,In a heartbeat,In a heartbeat,Very quickly; as soon as is possible. 
849,Calm before the storm,Calm before the storm,A period of inactivity or tranquility before something chaotic begins. Likened to a literal period of calm before a storm begins. 
850,Take by storm,"Take (someone, something, or some place) by storm","1. To conquer, seize, or lay siege to something, someone, or some place with a sudden and furious attack. "
851,Lift the veil,Lift the veil (on something),"To divulge, explain, or reveal something that was previously a secret. "
852,A feather in your cap,A feather in (one's) cap,An accomplishment or achievement that one takes pride in. 
853,Clear cut,Clear-cut,1. 
854,Head over heals,,
855,Going for broke,Go for broke,To give something one's full effort. 
856,Steal the show,Steal the show,"To become the main focus of attention or deliver the most captivating performance in the presence of one or more others, typically unexpectedly. "
857,In a nutshell,In a nutshell,In summary; concisely. 
858,Throw away the key,Lock (someone) up and throw away the key,To incarcerate someone in prison forever or indefinitely. 
859,In hog heaven,In hog heaven,In a state of extreme happiness. 
860,Joined at the hip,Joined at the hip," Always near or spending a lot of time with someone else, often a close friend. "
861,Over your head,Over (one's) head,1. Too complicated to be understood by one. 
862,In too deep,In too deep,Too involved in something to easily extract oneself or make reasonable decisions. 
863,Under the spotlight,Under the spotlight,The center of attention. 
864,Under a microscope,Under a microscope,Under close inspection or intense scrutiny. 
865,Tag team,Tag team,1. 
866,Break a leg,Break a leg,"A phrase of encouragement typically said to one who is about to perform before an audience, especially a theater actor. It is thought to be used due to the superstition that wishing one ""good luck"" will result in the opposite, but the exact origin of the phrase is unknown. "
867,Chips stacked against someone,,
868,Different animal,,
869,Apple of my eye,The apple of (one's) eye,A cherished or favored person. This phrase is thought to be Biblical in origin. 
870,Lift the lid,,
871,On the fly,On the fly,"Quickly and informally, without thought or preparation. "
872,Out of touch,Out of touch,1. Not in contact or communicating any longer; not aware of the news or status of someone or something. 
873,Get your knickers in a twist,Get (one's) knickers in a twist,"To become overly upset or emotional over something, especially that which is trivial or unimportant. "
874,Stake your claim,Stake (one's) claim,To assert one's ownership of or right to something. 
875,Hold a candle,Hold a candle to (someone or something),To compare to someone or something; to be as good or desirable as someone or something. Often used in the negative to mean the opposite. 
876,Bought the farm,Bought the farm,Died. 
877,Cliff hanger,Cliffhanger,"1. An ending of a piece of fiction (e.g., a television episode, chapter of a book, a film, etc.) characterized by a dramatically suspenseful and uncertain end. "
878,Out of the loop,Out of the loop,Not privy to the most up-to-date information. 
879,Snap out of it,Snap out of (something),"To suddenly recover or be freed from some negative or undesirable condition, emotion, or situation. "
880,Parse out,Parse out,"To make sense of or find meaning in something. A noun or pronoun can be used between ""parse"" and ""out."" "
881,Pan out,Pan out,1. To conclude in a successful or pleasing manner; to work out. 
882,Back to brunch,,
883,Down the drain,Down the drain,1. In a state of failure or ruination. 
884,Kiss of death,Kiss of death,"An action, event, or association that causes inevitable ruin or failure. An allusion to Judas Iscariot's betrayal of Jesus Christ, during which Judas kissed Jesus as a way of identifying him to those who would put him to death. "
885,Bees knees,Be the bee's knees,"To be exceptionally great, excellent, or high-quality. "
886,Fly off the handle,Fly off the handle,To become uncontrollably angry; to lose control of one's temper. 
887,Let loose,Let (someone or something) loose,"To make free or give up control of something or someone; to release or discharge something or someone, as from confinement. "
888,Come to grips,,
889,From the ground up,From the ground up,From the first step through to completion; entirely. 
890,I’ll be a monkeys uncle,,
891,Rally the troops,Rally the troops,"To call others together to join with or lend support to someone or something. An allusion to reassembling dispersed soldiers (""troops""). Usually used as an imperative. "
892,Off the charts,Off the charts,1. Quite a lot more or better than is usual or was expected. 
893,Pain in the ass,Pain in the ass," An especially irritating, aggravating, or obnoxious person, thing, or situation. Primarily heard in US. "
894,Bases are covered,,
895,Next level,Next-level,Especially good or advanced. 
896,Read the fine print,Read the fine print,"To make oneself aware of the specific terms, conditions, restrictions, limitations, etc., of an agreement, contract, or other document, which are often printed in very small type and thus easy to miss. "
897,The jury is out,The jury is (still) out,A decision has not yet been made. 
898,Breaking the seal,,
899,Going all in,,
900,Upping the ante,Up the ante,1. To raise the stakes in a betting game. 
901,Tipping point,Tipping point,"A critical or pivotal point in a situation or process at which some small or singular influence acts as a catalyst for a broader, more dramatic, or irreversible change. "
902,Ace in the hole,Ace in the hole," A major advantage that one keeps hidden until an ideal time. The phrase originated in poker, in which an ace is the most valuable card. Primarily heard in UK. "
903,Easter egg,Easter egg,
904,At a crossroad,,
905,Selling your soul to the devil,Sell (one's) soul (to the devil),"To abandon one's values or morals in return for some highly desired benefit, typically success, power, wealth, etc. "
906,Head to head,Head-to-head,Describing a one-on-one matchup or comparison. 
907,Hand to hand,Hand to hand,Involving or characterized by people in close proximity to one another. Hyphenated if used as a modifier before a noun. 
908,Blow it to kingdom come,Blow (someone or something) to kingdom come,1. 
909,Fountain of youth,Fountain of youth,"Anything reputed or promising to restore one's youth, vitality, or health, or at least the appearance thereof. "
910,Head in the clouds,Head in the clouds," Impractical, aloof, or fanciful to the point of being very unhelpful or counterproductive. "
911,Rein it in,,
912,To no avail,To no avail,"Having or with very little benefit, efficacy, or effect. "
913,Wrap your mind around it,,
914,Fork in the road,Fork in the road,"1. Literally, the point at which one road splits or separates off into other roads. "
915,Fill someone in,Fill in,"1. To provide information or details, usually by actually writing something in a blank space on a test, form, etc. In this usage, a noun or pronoun can be used between ""fill"" and ""in."" "
916,Put it on the back burner,Put (something) on the back burner,"To establish something as being a low priority; to give something less or little thought or attention; to postpone, suspend, or hold off on doing something. "
917,Trickle in,Trickle in,"1. Of a liquid, to flow or seep in(to something) in drops or a thin stream. "
918,Last man standing,The last man/woman/person standing,"The final person who endures or emerges victorious from some situation, activity, or pursuit in which others are eliminated. "
919,Put a cork in it,Put a cork in it,To stop talking and be quiet. Usually used as an imperative. 
920,Bottled up,Bottle up,"1. Literally, to put and store inside a bottle. A noun or pronoun can be used between ""bottle"" and ""up."" "
921,Man of the hour,(the) man/woman of the hour,"A person currently being celebrated, honored, or admired by others, especially for a recent victory, accomplishment, or other cause for celebration. "
922,Start off on the right foot,Start off on the right foot,To have a positive or favorable start. 
923,End on a good note,,
924,Scratching my head,,
925,Mind’s eye,In (one's) mind's eye,"In one's imagination or mind, especially referring to something that is being visualized. "
926,Going to town,Go to town,1. To act with great energy and/or enthusiasm. 
927,Blow your load,Blow (one's) load,1. To lose or spend all of one's money. 
928,Give it a shot,Give it a shot,To try something (often for the first time as a means of forming an opinion about it). 
929,Shake it off,Shake off,"1. To rid or free oneself from someone or something that one finds aggravating, upsetting, or annoying. A noun or pronoun can be used between ""shake"" and ""off."" "
930,Shake a leg,,
931,Take something off your plate,,
932,Leave you hanging,Leave (one) hanging,1. To withhold information from one when it is expected to be delivered. 
933,If wishes were horses then beggars would ride,"If wishes were horses, (then) beggars would ride"," One must work for the things one wants, not merely wish for them to come true; wishing for something won't make it happen. "
934,Dead in the water,Dead in the water,Completely defunct. 
935,Shake your tail feathers,Shake (one's) tail feather," To dance, especially by moving one's buttocks along to the beat. "
936,Egg on your face,Egg on (one's) face,"The embarrassment that results from a failure or faux pas. Typically used in the phrase ""have egg on (one's) face."" "
937,Get a bee in your bonnet,,
938,Reaching the end of your rope,Reach the end of (one's) rope,"To be completely worn out, exasperated, or exhausted; to have no more patience, endurance, or energy left. "
939,Bring something to the table,Bring (something) to the table,"To provide or offer a useful skill or attribute to a shared task, activity, or endeavor. "
940,Give someone lip,,
941,Out of the blue,Out of the blue,Completely unexpectedly. 
942,Night and day,Night and day,1. All the time; continuously. 
943,If you build it they will come,,
944,Ride it out,Ride out,1. To travel to or from a place on a vehicle or animal. 
945,Going to the end of the earth,,
946,Blood on your hands,,
947,Stick it to the man,Stick it to the man,"To show resistance to or fight back against the established doctrines of a person or body of authority, especially the government. "
948,Pull the plug,Pull the plug (on someone or something),"1. Literally, to discontinue the power supply for a device by removing its power cable from the socket. "
949,Pushing someone’s buttons,Push (one's) buttons,"1. To do things that create a very strong emotional reaction in one, especially anger, irritation, or exasperation. "
950,Go wherever the wind takes you,,
951,Loose cannon,Loose cannon,Someone who has the propensity to act unpredictably or to lose their temper very quickly. 
952,Being in someone’s corner,,
953,Taking the piss,Take the piss (out of) (someone or something),"To tease, mock, or ridicule (someone or something); to joke or kid around (about someone or something). Primarily heard in UK, Ireland. "
954,To be on fire,,
955,Clap back,Clap back,1. 
956,Sound the alarm,Sound the alarm,"1. Literally, to activate an alarm. "
957,Count your blessings,Count (one's) blessings,To reflect on the good things in one's life and be grateful for them. 
958,Bag of tricks,Bag of tricks,1. The items that one has available for use. The phrase originally referred to the items a magician would use for magic tricks. 
959,Go out on a limb,Go out on a limb,To do or say something that lacks evidence or support. 
960,Glass ceiling,Glass ceiling,"The systemic discrimination (likened to an invisible barrier) against certain groups in the workplace, especially women, that prevents them from advancing. "
961,The powder trail is lit,,
962,Under the hood,Under the hood,"[hot-rodder talk] 1. The underlying implementation of a product (hardware, software, or idea).  Implies that the implementation is not intuitively obvious from the appearance, but the speaker is about to enable the listener to "
963,Chip away at something,,
964,Take a stab at something,A try (at something),A chance or opportunity to do or attempt something. 
965,Plant the seed,Plant the seeds (of something),"1. To do something that ensures a certain outcome in the future, especially an unfortunate or tragic one. "
966,Hit the ground running,Hit the ground running,To begin something energetically and successfully. 
967,Bite the dust,Bite the dust,
968,Pull it off,Pull off,"1. To forcibly remove something (from or off something else). In this usage, a noun or pronoun can be used between ""pull"" and ""off."" "
969,Get under your skin,Get under (one's) skin,1. To become a source of irritation. 
970,Across the board,Across the board,Applying to or impacting every part or individual in a group or spectrum of things. 
971,Take something and run with it,,
972,Come to terms,Come to terms,"1. To agree to or do something, especially a set of demands or conditions. "
973,Setting the stage,Set the stage for (something),"1. Literally, to prepare and decorate a stage for something, such as a performance. "
974,Put someone on blast,Put (one) on blast,"To publicly attack, scold, shame, or mock one, typically on social media. "
975,In the ballpark,In the ballpark,"Close to something specific, often a cost or amount. "
976,Lean into it,Lean into (someone or something),1. To push into or press against someone or something. 
977,Change of heart,A change of heart,A change in one's opinion or feelings on a matter. 
978,Weed out,Weed out,"To remove one or multiple undesirable people or things from a group. A noun or pronoun can be used between ""weed"" and ""out."" "
979,Thinning the herd,,
980,Send someone for a loop,,
981,Keep in touch,Keep in touch,"1. To maintain contact with another person, especially at intervals so as to remain up to date with each other's lives. "
982,On the same/different level,,
983,Match made in heaven,A match made in heaven,An extremely well-suited pairing of people or things; a match that will result in a particularly positive or successful outcome. 
984,Bottom line,The bottom line,"1. Literally, the final figure on a statement showing a person or company's total profit or loss. "
985,Hand in glove,Hand in glove,In close association or collaboration (with someone or something). 
986,Wind down/wind up,,
987,Ramping up,Ramp up,"To increase. A noun or pronoun can be used between ""ramp"" and ""up."" "
